user_id,age,gender,subscription_type,tenure_months,weekly_viewing_hours,content_diversity,price_increase,technical_issues,customer_service_calls,account_sharing,competing_services,last_login_days,binge_watching,user_rating,recommended_content_watched,signup_date,region,device_type,churn_probability
318,55,F,Standard,34,6.822210792977983,6,0,3,1,0,2,0,1,4.983382406865092,0.3119784016478985,2023-06-18 18:28:14.279677,North America,Tablet,0.3684223435276806
319,57,M,Premium,17,18.694256759266658,3,0,0,0,0,1,21,0,1.7144316372946111,0.817465344510961,2023-06-19 18:28:14.279677,Latin America,TV,0.3961162531766931
320,37,M,Premium,43,8.393786169410442,5,0,0,0,0,0,1,0,4.92969506864045,0.12227285272134947,2023-06-20 18:28:14.279677,Europe,Computer,0.2782667884142075
321,52,F,Standard,43,19.162785217396006,2,0,0,0,1,3,23,1,2.5045991369177756,0.18278853336489964,2023-06-21 18:28:14.279677,North America,Mobile,0.3866334963490837
322,65,M,Standard,53,14.070758810591332,1,1,0,0,0,4,10,0,1.8012819442952854,0.9508416661717347,2023-06-22 18:28:14.279677,Asia,Tablet,0.5582431411367057
323,42,M,Standard,16,12.410333636676931,1,1,1,1,0,4,2,0,2.656436328495984,0.842447490807708,2023-06-23 18:28:14.279677,Latin America,Tablet,0.6001187078068173
324,52,F,Standard,2,11.8436657365876,7,1,0,1,0,0,9,0,3.4559804961392686,0.38789890145640626,2023-06-24 18:28:14.279677,Latin America,TV,0.5053219230550285
325,42,M,Basic,34,11.968986491081257,2,0,1,0,1,3,29,0,1.8539895756439835,0.6384564487170294,2023-06-25 18:28:14.279677,Oceania,Computer,0.47482131783101117
326,46,F,Standard,55,0.3616371032719492,4,0,0,1,1,3,5,1,2.165756333208511,0.9429701894309558,2023-06-26 18:28:14.279677,Europe,Tablet,0.33528928013392856
327,35,M,Premium,8,8.605583029246217,5,1,0,0,0,3,5,0,4.418186006941159,0.21185890286408426,2023-06-27 18:28:14.279677,Asia,Computer,0.572641692469004
328,63,M,Basic,13,14.225789855921608,7,0,0,0,0,3,19,1,4.996037846675471,0.059010470223000655,2023-06-28 18:28:14.279677,Asia,Computer,0.38715333031968785
329,35,M,Standard,42,9.755514082629473,2,0,1,0,1,4,20,0,2.2726907659937057,0.5374680645053053,2023-06-29 18:28:14.279677,Oceania,Mobile,0.45473318186103023
330,19,M,Standard,8,2.974050765982125,6,0,0,0,0,1,1,0,1.595427215799761,0.14259687866359327,2023-06-30 18:28:14.279677,North America,Mobile,0.43210874831409907
331,52,F,Basic,30,9.737977747112653,1,0,3,0,0,3,25,0,4.172683279976166,0.18731909271137515,2023-07-01 18:28:14.279677,North America,Mobile,0.5424187099849684
332,33,M,Basic,32,18.520527581277456,7,0,0,0,0,1,25,1,3.401822749100581,0.8915391897315794,2023-07-02 18:28:14.279677,Asia,Computer,0.29572648274980695
333,58,F,Basic,36,16.234458577673596,9,1,0,0,0,3,23,0,1.4016045735024045,0.007403458644891336,2023-07-03 18:28:14.279677,Europe,Mobile,0.602985961299503
334,53,M,Basic,47,9.689979953169841,5,0,0,0,0,2,9,1,4.787085925744083,0.8168200264638685,2023-07-04 18:28:14.279677,North America,Tablet,0.2785611297793948
335,50,F,Basic,30,14.757246385290433,5,0,0,1,1,2,22,0,1.312198113599568,0.5169507763356076,2023-07-05 18:28:14.279677,Latin America,Tablet,0.43982257756921883
336,21,F,Premium,1,8.167464898159741,4,1,1,0,0,2,25,1,3.5014256065345646,0.5592943876453004,2023-07-06 18:28:14.279677,Oceania,TV,0.5557194577383433
337,50,F,Basic,43,1.4806420658664052,3,1,0,1,1,3,5,1,2.6957490235743258,0.6717679604563624,2023-07-07 18:28:14.279677,Europe,Computer,0.532011527850153
338,31,M,Standard,39,5.377670059352228,9,0,0,1,0,1,22,1,3.2264956729597434,0.43144499230801037,2023-07-08 18:28:14.279677,North America,Mobile,0.30057106823527163
339,38,M,Basic,17,17.81444384254099,5,0,0,0,1,4,27,1,1.8528567826405777,0.11561188819241475,2023-07-09 18:28:14.279677,Asia,Tablet,0.48177147749058097
340,65,M,Premium,59,8.630034590853478,8,1,1,1,0,0,16,1,3.7524415970026066,0.10282022380482381,2023-07-10 18:28:14.279677,Oceania,Computer,0.38907389721180924
341,37,F,Basic,20,8.78308010312491,9,1,2,0,0,4,29,1,4.838878756533359,0.7543621991839425,2023-07-11 18:28:14.279677,North America,Computer,0.6120333927991239
342,25,M,Standard,24,8.500809018625597,5,0,1,1,0,3,13,0,2.8337034961796626,0.2210351432672849,2023-07-12 18:28:14.279677,Asia,Mobile,0.43884398344721987
343,24,F,Premium,50,19.520682947865033,9,1,0,1,0,2,4,0,3.091833110272909,0.028101683617644202,2023-07-13 18:28:14.279677,North America,Computer,0.46609784009888194
344,20,F,Premium,22,18.129794576810315,2,0,0,0,0,2,22,1,1.9592466822755252,0.9796138890989411,2023-07-14 18:28:14.279677,Oceania,Mobile,0.3683366875078265
345,34,M,Basic,29,21.09390116724067,9,0,0,0,1,1,16,0,4.567471935004324,0.9803915193606934,2023-07-15 18:28:14.279677,Latin America,Mobile,0.28296699252120705
346,50,F,Premium,22,9.204773947999744,4,0,0,0,0,3,1,0,4.884697620559833,0.37814133734377986,2023-07-16 18:28:14.279677,Latin America,Mobile,0.3807513375875196
347,65,M,Standard,44,11.478122443735476,6,0,1,0,1,4,8,0,4.145187540344217,0.025523844557113207,2023-07-17 18:28:14.279677,Asia,Computer,0.3949590501730272
348,29,M,Standard,9,2.416787252896045,6,1,1,0,1,3,11,0,3.171094008639216,0.7272646585927497,2023-07-18 18:28:14.279677,Latin America,Computer,0.5850955981060716
349,68,F,Basic,37,17.384672130591373,6,0,0,0,0,3,18,1,4.827187298034523,0.8310120604856692,2023-07-19 18:28:14.279677,Oceania,Mobile,0.3101839258014625
350,39,F,Basic,10,4.161102243660325,2,0,1,0,1,2,21,0,1.6154002214691072,0.12501369011580976,2023-07-20 18:28:14.279677,Asia,Computer,0.5244524399108401
351,39,F,Standard,36,11.083877818813146,7,0,0,2,0,4,6,1,2.913963439580874,0.13545861490923627,2023-07-21 18:28:14.279677,North America,Mobile,0.37935147339672304
352,63,M,Standard,37,4.51348736183578,6,0,0,1,0,0,8,1,3.1504228269056522,0.8222239996967906,2023-07-22 18:28:14.279677,Europe,TV,0.26061527351528074
353,47,M,Standard,28,7.055665866306519,1,0,1,1,0,2,20,1,2.967665679009507,0.9219073887152348,2023-07-23 18:28:14.279677,North America,Computer,0.36634474715619697
354,55,F,Standard,28,5.813687844751499,2,0,0,3,0,4,15,0,4.209673148714813,0.7907548366741496,2023-07-24 18:28:14.279677,Oceania,Computer,0.4274033242643979
355,55,F,Standard,42,6.96062369662091,7,0,0,0,0,1,19,0,3.6816115640654563,0.20074494916952956,2023-07-25 18:28:14.279677,Asia,TV,0.3425521310098298
356,62,F,Basic,43,7.304386484255107,1,1,1,0,1,2,10,1,1.5066338636730467,0.41152121943422093,2023-07-26 18:28:14.279677,North America,TV,0.5513015364053654
357,68,M,Standard,21,7.258656025374615,1,0,0,0,0,1,11,1,2.3858052293722416,0.6008424258659141,2023-07-27 18:28:14.279677,Asia,TV,0.367438747782796
358,25,F,Basic,24,14.166669558901535,1,0,0,0,0,2,14,1,2.3563073935475454,0.1602934738208287,2023-07-28 18:28:14.279677,Latin America,Mobile,0.42052583932020465
359,44,M,Standard,42,4.475686034687399,8,1,1,0,1,3,17,0,3.2625287711717146,0.2106024926325083,2023-07-29 18:28:14.279677,Europe,Mobile,0.5465536421612798
360,44,M,Standard,40,11.102707135069334,4,0,0,0,0,4,18,0,2.1658336706315877,0.282886072068555,2023-07-30 18:28:14.279677,Oceania,Tablet,0.45538122776142087
361,51,F,Premium,2,16.089795761527792,4,0,0,0,0,1,15,1,1.4690870782156424,0.5095132702908365,2023-07-31 18:28:14.279677,North America,TV,0.3920582414933278
362,38,M,Basic,55,7.434018177433019,2,1,1,0,1,2,14,0,3.6147306626285416,0.5108048871775476,2023-08-01 18:28:14.279677,Europe,Tablet,0.5236304393670191
363,47,F,Basic,8,6.410405546261991,1,0,0,0,0,1,4,1,4.40414775414009,0.8142945193475526,2023-08-02 18:28:14.279677,Oceania,Mobile,0.34976246023824903
364,50,M,Basic,48,8.847376874098746,9,0,1,0,0,2,10,1,4.726432381863695,0.7530102006876256,2023-08-03 18:28:14.279677,Oceania,Computer,0.2604118028658616
365,45,M,Basic,27,15.898626041803551,7,0,0,0,0,2,14,1,4.890313670637903,0.913735675109942,2023-08-04 18:28:14.279677,Latin America,TV,0.28770969074813774
366,64,F,Basic,22,10.970538154766789,4,0,0,0,0,0,28,0,4.124467384836056,0.8329017228245964,2023-08-05 18:28:14.279677,Asia,Computer,0.3532578231858488
367,50,F,Premium,37,7.343928526962007,6,1,2,1,1,0,17,0,1.5588097131676086,0.2538775483056547,2023-08-06 18:28:14.279677,Asia,Mobile,0.5980611188864886
368,22,F,Basic,27,12.419383255940199,2,0,0,0,1,0,12,1,4.4124472969468975,0.33129676930399987,2023-08-07 18:28:14.279677,Europe,TV,0.3104903062268388
369,65,F,Basic,57,4.488539250817883,7,1,0,0,0,1,3,1,2.599840293529896,0.5004232436325338,2023-08-08 18:28:14.279677,Latin America,Tablet,0.4362906677318539
370,36,F,Standard,29,13.40679755221474,2,1,2,0,0,3,16,1,3.9196452551694545,0.014271134563644594,2023-08-09 18:28:14.279677,Oceania,Tablet,0.6216037525878086
371,21,F,Standard,3,12.043036538508838,8,0,0,0,0,2,3,1,3.1250720198433433,0.9039020062837214,2023-08-10 18:28:14.279677,Latin America,Mobile,0.3295031004976437
372,52,F,Standard,44,8.46095764430558,8,0,1,0,1,4,15,1,4.314424534595135,0.044344212562339225,2023-08-11 18:28:14.279677,Latin America,Computer,0.3546676214866073
373,66,M,Basic,13,5.807071007763845,1,0,0,0,0,0,22,1,2.7020229313587545,0.3224412708166363,2023-08-12 18:28:14.279677,Europe,Mobile,0.40198524057837015
374,34,F,Standard,45,5.566595388582714,8,0,0,0,0,1,14,0,1.247175242960083,0.5691747911964067,2023-08-13 18:28:14.279677,Asia,Computer,0.35746456480381267
375,61,M,Basic,10,12.674086681729552,2,0,0,0,1,1,13,0,3.2272948435298834,0.5178413886068658,2023-08-14 18:28:14.279677,Latin America,Mobile,0.4191186222403619
376,45,Other,Basic,36,16.14490251244531,6,1,0,0,1,1,11,0,1.6851622186706927,0.6544598928258747,2023-08-15 18:28:14.279677,Latin America,Tablet,0.5159982416746874
377,47,F,Premium,9,6.813461264856026,1,1,1,0,0,4,2,0,4.862070529411691,0.527520175294209,2023-08-16 18:28:14.279677,Latin America,Computer,0.5946128009744865
378,46,M,Basic,54,12.291933517757421,5,0,0,0,0,4,9,0,3.1078522633019663,0.2290014257030344,2023-08-17 18:28:14.279677,North America,Mobile,0.41466615927043693
379,63,F,Standard,56,0.0,7,0,0,0,0,0,7,0,3.214235175349042,0.20107818779387188,2023-08-18 18:28:14.279677,Latin America,TV,0.3003280537699923
380,23,F,Standard,55,7.076911346714002,1,1,0,0,0,4,5,1,4.62906285125927,0.9072470690754986,2023-08-19 18:28:14.279677,Latin America,Tablet,0.46737875730380213
381,52,M,Basic,27,9.84470533564549,2,0,0,0,1,0,21,0,3.4983409806046994,0.26396673673559257,2023-08-20 18:28:14.279677,Oceania,Tablet,0.3901454328798354
382,58,F,Premium,34,5.451582915090832,7,1,0,1,1,4,13,0,2.2109175087588286,0.28097723387951345,2023-08-21 18:28:14.279677,North America,TV,0.6007343842054279
383,54,F,Basic,51,5.31746812605202,6,0,1,0,1,4,16,0,2.1843784676534845,0.4129528961003446,2023-08-22 18:28:14.279677,Latin America,Mobile,0.44688699244695185
384,41,M,Standard,1,6.661102217655569,3,0,0,1,0,4,20,1,3.0063145996258247,0.13943832714997395,2023-08-23 18:28:14.279677,Latin America,Computer,0.48848434911943556
385,46,F,Premium,32,11.460963641631865,2,1,0,0,0,0,18,0,4.466432915716636,0.5072728444232404,2023-08-24 18:28:14.279677,Europe,Tablet,0.4727667245621938
386,66,M,Standard,25,9.063354907968126,4,0,0,2,0,2,15,0,4.178917362945114,0.6650317617021314,2023-08-25 18:28:14.279677,Europe,Mobile,0.3708052596019596
387,63,F,Premium,29,0.0,3,1,1,1,0,0,14,0,4.850962344227379,0.7860004920773669,2023-08-26 18:28:14.279677,North America,TV,0.4673473951782508
388,48,Other,Basic,7,0.0,7,1,1,0,1,2,25,1,1.2875444914088146,0.7114542418642291,2023-08-27 18:28:14.279677,Oceania,Computer,0.6007240171262312
389,52,F,Standard,49,6.965674110714123,8,0,1,1,0,1,14,1,2.0733042758573546,0.1476359640802637,2023-08-28 18:28:14.279677,North America,Mobile,0.31255410139074485
390,50,M,Basic,3,12.28843293026776,2,0,1,0,0,1,0,1,1.320830831254904,0.45606714497092393,2023-08-29 18:28:14.279677,North America,Mobile,0.4142031602658202
391,69,F,Standard,20,0.0,7,1,0,2,0,0,23,0,4.004316775609745,0.03858620080817843,2023-08-30 18:28:14.279677,Europe,Tablet,0.5255081639712056
392,38,F,Premium,20,7.501349119241847,8,1,2,0,0,2,22,1,1.5633347566015345,0.017797996720949283,2023-08-31 18:28:14.279677,Europe,Tablet,0.6429359448886761
393,49,M,Basic,53,7.368760717412894,6,0,0,0,0,2,22,0,1.3995452719904269,0.4401304182738006,2023-09-01 18:28:14.279677,Oceania,Computer,0.4123602903069138
394,40,F,Standard,30,16.94168889104224,6,1,0,0,1,2,11,0,3.2466888283982303,0.252960494457629,2023-09-02 18:28:14.279677,Latin America,Mobile,0.5182491066413552
395,50,M,Basic,35,8.074890941435681,1,0,1,0,0,1,9,0,2.645938848476634,0.6833607948733628,2023-09-03 18:28:14.279677,Oceania,TV,0.3902872109277374
396,20,F,Standard,35,11.914944923704642,4,0,0,2,1,0,13,0,3.8604053550498683,0.7242407868134125,2023-09-04 18:28:14.279677,Latin America,TV,0.2989880589490179
397,35,M,Standard,49,10.706285700437316,1,1,1,0,0,3,9,1,2.948061566801092,0.8954037245582557,2023-09-05 18:28:14.279677,Asia,Computer,0.48504648722566707
398,42,M,Premium,39,0.0,4,0,1,0,0,2,9,0,2.701338383761811,0.7606825135390387,2023-09-06 18:28:14.279677,Europe,Mobile,0.38179624950495467
399,59,M,Standard,27,13.841036083158686,2,1,1,0,1,2,19,0,2.7020017949878836,0.048244123136541694,2023-09-07 18:28:14.279677,Asia,Tablet,0.586008542919955
400,48,F,Basic,26,11.076982527281439,5,0,0,0,0,3,28,0,4.487505521595418,0.3716230103577677,2023-09-08 18:28:14.279677,Asia,Mobile,0.4311814406623069
401,20,M,Basic,14,12.541343198372948,9,0,1,0,1,0,10,0,2.5809026028898656,0.2730233517521221,2023-09-09 18:28:14.279677,Europe,Tablet,0.36660047491023173
402,57,F,Basic,17,29.631188532181632,3,0,1,0,0,2,21,1,2.333588511078534,0.3861324498271612,2023-09-10 18:28:14.279677,Asia,TV,0.38842589688937473
403,63,M,Basic,18,0.0,8,0,0,0,0,0,15,1,2.3541403080909173,0.16007565896870157,2023-09-11 18:28:14.279677,North America,Computer,0.368341982318318
404,41,M,Basic,45,18.62348324880554,3,0,1,0,1,2,28,1,1.7864031872595612,0.09770410369059346,2023-09-12 18:28:14.279677,Latin America,Computer,0.39913976457266803
405,67,F,Premium,52,8.562762402998223,6,0,0,0,1,4,8,0,4.442755402295958,0.5209845425084006,2023-09-13 18:28:14.279677,Oceania,Computer,0.3567320447845692
406,49,F,Standard,29,11.436644522015047,4,0,1,0,1,2,14,0,1.5865232601103263,0.7203813108663943,2023-09-14 18:28:14.279677,Europe,Tablet,0.4070438468771103
407,64,M,Standard,20,9.77243877349379,8,0,0,0,0,4,13,0,4.634442951198421,0.7019109019319428,2023-09-15 18:28:14.279677,North America,TV,0.3899088135705422
408,39,F,Basic,53,7.878818333009782,6,0,0,0,0,0,18,1,2.133870887644025,0.45094432217622715,2023-09-16 18:28:14.279677,Oceania,TV,0.30039868185324103
409,40,F,Premium,27,7.150835358806207,8,1,2,0,1,2,8,1,4.597707288695387,0.5222789862889461,2023-09-17 18:28:14.279677,Oceania,Computer,0.526058805622604
410,19,F,Standard,18,11.647543677865045,1,0,2,0,1,1,3,1,4.163282627258308,0.5163287225086414,2023-09-18 18:28:14.279677,Oceania,Computer,0.400908538259386
411,44,M,Basic,4,2.4141315166416044,6,0,1,1,0,1,20,0,3.3279500838014346,0.6915703777680562,2023-09-19 18:28:14.279677,Asia,Tablet,0.42493897830704724
412,59,M,Standard,1,13.752895837608827,1,0,0,0,0,3,6,0,3.6778800156743965,0.04792517595602408,2023-09-20 18:28:14.279677,Asia,Tablet,0.4724451111182552
413,19,F,Standard,50,7.91902797557373,1,0,2,0,1,1,21,0,2.303376363299711,0.7098961088712239,2023-09-21 18:28:14.279677,Asia,Mobile,0.44826627800596375
414,43,M,Basic,1,4.3496533047982116,8,0,0,0,0,4,25,1,3.2969144573106495,0.5822009007572875,2023-09-22 18:28:14.279677,Asia,Tablet,0.46229997825394514
415,34,F,Standard,58,7.749935710020932,7,0,0,0,0,1,7,1,2.1696116029067882,0.1981087146715742,2023-09-23 18:28:14.279677,North America,Mobile,0.28753579412157704
416,57,F,Standard,26,16.285746084312862,3,0,0,1,1,1,23,1,2.6090912555618466,0.04905885374626451,2023-09-24 18:28:14.279677,Asia,Computer,0.3693175495566337
417,50,F,Basic,45,7.3233245649188845,6,1,0,1,0,1,7,1,4.058650220916979,0.10852779055788842,2023-09-25 18:28:14.279677,Europe,TV,0.4527539569239283
418,26,F,Premium,20,11.7922680910481,9,1,0,0,0,2,18,0,1.9757302552408649,0.5246913414192697,2023-09-26 18:28:14.279677,Oceania,Tablet,0.5490472440230754
419,60,Other,Premium,52,6.345218621422633,7,0,0,0,1,3,14,0,4.355384063350151,0.7584085300912828,2023-09-27 18:28:14.279677,North America,TV,0.32861478831892094
420,65,M,Standard,23,13.789609249618097,3,0,0,0,0,0,15,0,2.503531414659986,0.33465728712450116,2023-09-28 18:28:14.279677,Asia,Tablet,0.3707125269465771
421,56,F,Standard,10,13.427538693951021,6,0,1,0,1,3,29,0,3.128679843424724,0.37912391070522167,2023-09-29 18:28:14.279677,Oceania,Tablet,0.4553770349702472
422,46,M,Standard,59,19.243044166482058,4,0,0,0,0,4,25,0,4.767841950251493,0.9341464150461124,2023-09-30 18:28:14.279677,North America,Mobile,0.3328307042906527
423,59,M,Standard,11,9.122180272503922,3,0,0,1,0,2,21,1,3.7250225207474994,0.21301308403257602,2023-10-01 18:28:14.279677,Oceania,Tablet,0.40027120150508005
424,43,F,Standard,41,13.343274023789533,9,0,0,0,0,2,22,1,3.5824164513785095,0.10374942457535163,2023-10-02 18:28:14.279677,North America,Computer,0.31557288979132125
425,52,F,Basic,41,10.490337697694724,2,0,0,1,1,1,8,0,3.8464309104201164,0.34341011380001796,2023-10-03 18:28:14.279677,Latin America,TV,0.3610154388014455
426,67,Other,Standard,5,16.47935890931507,1,0,0,0,0,1,25,0,4.672445355042246,0.7459221194922737,2023-10-04 18:28:14.279677,North America,Tablet,0.3826772214868636
427,42,F,Premium,58,6.405838061956349,2,0,1,1,0,4,25,0,1.9940548368860433,0.6260772910561319,2023-10-05 18:28:14.279677,Asia,TV,0.44305098163317885
428,41,M,Standard,1,13.725026564386406,7,0,2,0,0,2,29,1,3.4529648231973535,0.4157954393695692,2023-10-06 18:28:14.279677,Oceania,TV,0.4704627832007065
429,30,M,Basic,17,9.026513519416591,1,0,0,0,0,0,11,0,2.601575417534609,0.9647525328318305,2023-10-07 18:28:14.279677,Oceania,TV,0.38305879034983553
430,24,F,Standard,22,9.67905911445751,6,0,1,0,0,3,15,0,1.0474211728409757,0.7349964382945733,2023-10-08 18:28:14.279677,Oceania,Tablet,0.4467055411614415
431,53,M,Basic,34,10.458762422241865,7,0,0,0,0,2,3,1,1.5012035856244368,0.061861424383293784,2023-10-09 18:28:14.279677,Europe,Mobile,0.38158437984291055
432,62,M,Basic,56,11.261201982133386,9,0,1,0,0,0,4,0,2.2999675810543536,0.7446314438540483,2023-10-10 18:28:14.279677,Europe,TV,0.2726276246028962
433,37,M,Basic,45,9.41885478439021,8,0,0,2,0,0,7,0,3.2599998847276628,0.02403855590585835,2023-10-11 18:28:14.279677,Asia,TV,0.32176036494137344
434,18,M,Basic,41,11.073565915852631,6,0,0,2,1,3,0,1,4.5258991067850864,0.6503233231174055,2023-10-12 18:28:14.279677,Latin America,Tablet,0.30548538654338947
435,25,M,Standard,29,17.890590287810923,3,0,0,0,1,0,27,1,4.1644564728057585,0.21048283629265874,2023-10-13 18:28:14.279677,Europe,Tablet,0.3026436433917253
436,63,M,Standard,4,14.927248428076092,8,0,0,1,0,4,5,1,3.2133346896910817,0.6964422090375577,2023-10-14 18:28:14.279677,North America,Computer,0.3835328893743388
437,33,M,Basic,5,14.345772962484482,7,0,0,0,0,0,14,0,1.2954816716298705,0.30977956664779616,2023-10-15 18:28:14.279677,Asia,Computer,0.4195765089767105
438,31,M,Premium,11,7.722302369880646,3,0,3,0,1,4,3,0,2.1436251615799145,0.8730063079555649,2023-10-16 18:28:14.279677,Latin America,Mobile,0.5459849575832431
439,29,Other,Premium,56,5.553795858858378,9,0,2,1,1,0,20,1,2.4668345915689756,0.33691383659146046,2023-10-17 18:28:14.279677,North America,Mobile,0.343948119859426
440,68,M,Premium,51,14.776502791188765,2,0,0,1,0,1,10,0,3.4868687408153702,0.619695855404297,2023-10-18 18:28:14.279677,Oceania,Mobile,0.31201054111681453
441,40,M,Basic,21,14.38023396264897,3,0,0,0,1,0,4,1,1.2596944919193644,0.2859275596539883,2023-10-19 18:28:14.279677,Europe,Mobile,0.36446354996790115
442,32,F,Standard,35,17.36335337875491,2,1,0,0,0,4,17,1,3.1207742180018934,0.9172215451421782,2023-10-20 18:28:14.279677,North America,TV,0.5209491125777241
443,45,M,Premium,12,6.980096870153853,1,0,0,1,0,0,23,1,4.605858304578829,0.7809959810281724,2023-10-21 18:28:14.279677,Latin America,Tablet,0.32172998397385
444,51,F,Standard,26,8.852256723198265,4,0,1,0,0,0,14,0,3.8217307827896114,0.24330287634460313,2023-10-22 18:28:14.279677,Asia,Computer,0.34636239374724775
445,19,F,Basic,51,1.8025791873728298,5,1,0,0,1,0,17,0,4.188307226251025,0.9487967125586596,2023-10-23 18:28:14.279677,North America,TV,0.4444745757580152
446,49,M,Basic,19,8.037644469695636,6,1,0,0,0,4,19,0,3.726702593436294,0.35715758957622823,2023-10-24 18:28:14.279677,Asia,Tablet,0.6210089701892618
447,40,M,Standard,45,14.982852552897235,5,0,0,0,1,0,27,1,1.826356448690369,0.6518649476671875,2023-10-25 18:28:14.279677,Oceania,Tablet,0.29448534710846735
448,39,F,Premium,7,7.66752310385901,1,0,0,0,0,3,12,0,1.4419352802640746,0.7428532311143964,2023-10-26 18:28:14.279677,Latin America,TV,0.4931597771074711
449,68,F,Standard,47,13.202398976004119,3,0,0,0,0,3,4,0,4.317962692019636,0.022902161464912307,2023-10-27 18:28:14.279677,Latin America,TV,0.37047179251530576
450,42,M,Standard,55,9.047484470010943,1,0,1,0,0,4,29,0,3.7820177440621134,0.9589673461572462,2023-10-28 18:28:14.279677,Europe,Computer,0.40207821363277835
451,39,F,Basic,7,11.620285141107804,5,0,1,0,1,1,0,0,3.300246235265473,0.3444413060873649,2023-10-29 18:28:14.279677,Latin America,Mobile,0.3968657730414401
452,39,M,Standard,26,4.261543050921663,5,0,0,0,0,3,21,0,1.757131459872984,0.18977889343122423,2023-10-30 18:28:14.279677,North America,Mobile,0.4785120066958024
453,66,Other,Premium,40,10.426047248169505,6,0,0,0,0,2,17,0,3.4133798612470136,0.8507077917284981,2023-10-31 18:28:14.279677,North America,Computer,0.3399639663113435
454,69,M,Basic,5,0.0,8,1,1,1,0,3,13,1,1.1252871408886391,0.7028992828234144,2023-11-01 18:28:14.279677,North America,Computer,0.6095873882791516
455,59,F,Standard,21,9.065519209190075,1,1,1,0,1,2,4,0,1.4753565375758377,0.08674327262335257,2023-11-02 18:28:14.279677,Oceania,Mobile,0.6127389529132211
456,23,F,Premium,14,1.8476337814242996,4,0,2,0,0,4,5,0,2.247560599217698,0.11704458137676954,2023-11-03 18:28:14.279677,Latin America,TV,0.5853108151934827
457,32,F,Basic,4,16.029972582734082,1,0,1,0,0,1,26,1,2.7749531096446574,0.715191870653649,2023-11-04 18:28:14.279677,Latin America,Mobile,0.4061575895851468
458,60,F,Standard,23,13.887036763822556,9,0,1,0,0,2,23,1,1.4822579832880014,0.07478325595908397,2023-11-05 18:28:14.279677,North America,Tablet,0.3893654135324502
459,54,M,Basic,42,12.333354909830405,7,1,0,1,1,2,24,0,1.4797607354301432,0.9171754351240651,2023-11-06 18:28:14.279677,Europe,Tablet,0.5421650180012474
460,50,M,Standard,20,17.6050311357969,7,0,1,0,1,3,28,0,3.903574642334542,0.7415401369476332,2023-11-07 18:28:14.279677,Europe,Computer,0.3893081047010004
461,25,M,Standard,15,5.2554173958758135,5,0,0,0,1,2,27,1,3.2788776261339425,0.3354922059669888,2023-11-08 18:28:14.279677,Latin America,Mobile,0.4007084309586488
462,61,M,Standard,50,18.736815989577792,7,0,1,1,0,4,15,0,3.13496792311066,0.36293877922533824,2023-11-09 18:28:14.279677,Latin America,Mobile,0.3777753086926024
463,61,F,Standard,52,14.660957821301924,2,0,0,0,0,4,21,0,2.8097379804702,0.5064960962041014,2023-11-10 18:28:14.279677,Asia,Tablet,0.4204918532711205
464,22,M,Basic,45,8.81722356390527,4,0,1,2,1,4,20,0,4.906172425378255,0.3609694136485402,2023-11-11 18:28:14.279677,Latin America,Mobile,0.4157650622536259
465,56,M,Premium,29,15.678100735914722,7,1,0,0,0,3,11,0,1.199201131577507,0.7834685514383157,2023-11-12 18:28:14.279677,North America,Computer,0.5558673007056568
466,21,Other,Standard,8,4.468532437941829,3,0,1,1,0,1,19,0,1.7225087046463097,0.9747369441016157,2023-11-13 18:28:14.279677,Oceania,Computer,0.42868543763563327
467,23,F,Basic,41,5.877429192361633,2,0,1,1,0,3,17,1,3.5900310296049494,0.5845215154381931,2023-11-14 18:28:14.279677,Latin America,Tablet,0.386170826203649
468,62,F,Standard,48,6.957051383801498,2,0,0,1,1,4,1,1,1.5454626154049653,0.4460373276675289,2023-11-15 18:28:14.279677,Latin America,Mobile,0.40230334996949263
469,49,Other,Standard,19,7.355111459679923,1,0,0,0,0,3,22,0,3.357523752036695,0.22277414026821718,2023-11-16 18:28:14.279677,North America,Mobile,0.47576249978840013
470,69,M,Basic,48,4.717211786198736,5,1,1,1,0,4,20,0,3.27104490192432,0.6534334192478002,2023-11-17 18:28:14.279677,Asia,Tablet,0.5810444359981547
471,47,M,Premium,39,16.115415335476627,6,1,0,0,1,0,22,1,4.884020734558568,0.6855768618153971,2023-11-18 18:28:14.279677,Latin America,TV,0.37623848297567697
472,64,F,Premium,46,8.705727998150842,6,1,0,0,0,0,12,0,4.533545948196089,0.6851906070143637,2023-11-19 18:28:14.279677,Europe,TV,0.4121342851652489
473,52,F,Basic,28,11.762524841784398,9,1,1,1,0,2,26,0,4.78221337506981,0.026985035868492324,2023-11-20 18:28:14.279677,Europe,Mobile,0.5359576214978009
474,57,M,Premium,46,7.148243167931597,4,0,1,0,1,1,16,1,1.4544094778959185,0.8991221006604709,2023-11-21 18:28:14.279677,Europe,Computer,0.3188496952636711
475,69,F,Basic,57,0.8969834972574144,1,0,1,0,1,0,16,1,4.472593749016755,0.33810656342917667,2023-11-22 18:28:14.279677,Oceania,TV,0.2937059727108341
476,33,M,Basic,27,11.35028679195711,6,0,1,0,1,4,15,0,1.5163626469132239,0.744165762481609,2023-11-23 18:28:14.279677,Oceania,Mobile,0.4701924567823124
